"Statistic Label","Quarter","State","UNIT","VALUE"
"Civil partnership marriage rate","2020Q4","State","%",""
"Civil partnership marriage rate","2021Q1","State","%",""
"Civil partnership marriage rate","2021Q2","State","%",""
"Civil partnership marriage rate","2021Q3","State","%",""
"Civil partnership marriage rate","2021Q4","State","%",""
"Civil partnership marriage rate","2022Q1","State","%","0"
"Civil partnership marriage rate","2022Q2","State","%","0"
"Civil partnership marriage rate","2022Q3","State","%","0"
"Civil partnership marriage rate","2022Q4","State","%","0"
"Civil partnership marriage rate","2023Q1","State","%","0"
"Percentage of first births registered","1960Q1","State","%",""
"Percentage of first births registered","1960Q2","State","%",""
"Percentage of first births registered","1960Q3","State","%",""
"Percentage of first births registered","1960Q4","State","%",""
"Percentage of first births registered","1961Q1","State","%",""
"Percentage of first births registered","1961Q2","State","%",""
"Percentage of first births registered","1961Q3","State","%",""
"Percentage of first births registered","1961Q4","State","%",""
"Percentage of first births registered","1962Q1","State","%",""
"Percentage of first births registered","1962Q2","State","%",""
"Percentage of first births registered","1962Q3","State","%",""
"Percentage of first births registered","1962Q4","State","%",""
"Percentage of first births registered","1963Q1","State","%",""
"Percentage of first births registered","1963Q2","State","%",""
"Percentage of first births registered","1963Q3","State","%",""
"Percentage of first births registered","1963Q4","State","%",""
"Percentage of first births registered","1964Q1","State","%",""
"Percentage of first births registered","1964Q2","State","%",""
"Percentage of first births registered","1964Q3","State","%",""
"Percentage of first births registered","1964Q4","State","%",""
"Percentage of first births registered","1965Q1","State","%",""
"Percentage of first births registered","1965Q2","State","%",""
"Percentage of first births registered","1965Q3","State","%",""
"Percentage of first births registered","1965Q4","State","%",""
"Percentage of first births registered","1966Q1","State","%",""
"Percentage of first births registered","1966Q2","State","%",""
"Percentage of first births registered","1966Q3","State","%",""
"Percentage of first births registered","1966Q4","State","%",""
"Percentage of first births registered","1967Q1","State","%",""
"Percentage of first births registered","1967Q2","State","%",""
"Percentage of first births registered","1967Q3","State","%",""
"Percentage of first births registered","1967Q4","State","%",""
"Percentage of first births registered","1968Q1","State","%",""
"Percentage of first births registered","1968Q2","State","%",""
"Percentage of first births registered","1968Q3","State","%",""
"Percentage of first births registered","1968Q4","State","%",""
"Percentage of first births registered","1969Q1","State","%",""
"Percentage of first births registered","1969Q2","State","%",""
"Percentage of first births registered","1969Q3","State","%",""
"Percentage of first births registered","1969Q4","State","%",""
"Percentage of first births registered","1970Q1","State","%",""
"Percentage of first births registered","1970Q2","State","%",""
"Percentage of first births registered","1970Q3","State","%",""
"Percentage of first births registered","1970Q4","State","%",""
"Percentage of first births registered","1971Q1","State","%",""
"Percentage of first births registered","1971Q2","State","%",""
"Percentage of first births registered","1971Q3","State","%",""
"Percentage of first births registered","1971Q4","State","%",""
"Percentage of first births registered","1972Q1","State","%",""
"Percentage of first births registered","1972Q2","State","%",""
"Percentage of first births registered","1972Q3","State","%",""
"Percentage of first births registered","1972Q4","State","%",""
"Percentage of first births registered","1973Q1","State","%",""
"Percentage of first births registered","1973Q2","State","%",""
"Percentage of first births registered","1973Q3","State","%",""
"Percentage of first births registered","1973Q4","State","%",""
"Percentage of first births registered","1974Q1","State","%",""
"Percentage of first births registered","1974Q2","State","%",""
"Percentage of first births registered","1974Q3","State","%",""
"Percentage of first births registered","1974Q4","State","%",""
"Percentage of first births registered","1975Q1","State","%",""
"Percentage of first births registered","1975Q2","State","%",""
"Percentage of first births registered","1975Q3","State","%",""
"Percentage of first births registered","1975Q4","State","%",""
"Percentage of first births registered","1976Q1","State","%",""
"Percentage of first births registered","1976Q2","State","%",""
"Percentage of first births registered","1976Q3","State","%",""
"Percentage of first births registered","1976Q4","State","%",""
"Percentage of first births registered","1977Q1","State","%",""
"Percentage of first births registered","1977Q2","State","%",""
"Percentage of first births registered","1977Q3","State","%",""
"Percentage of first births registered","1977Q4","State","%",""
"Percentage of first births registered","1978Q1","State","%",""
"Percentage of first births registered","1978Q2","State","%",""
"Percentage of first births registered","1978Q3","State","%",""
"Percentage of first births registered","1978Q4","State","%",""
"Percentage of first births registered","1979Q1","State","%",""
"Percentage of first births registered","1979Q2","State","%",""
"Percentage of first births registered","1979Q3","State","%",""
"Percentage of first births registered","1979Q4","State","%",""
"Percentage of first births registered","1980Q1","State","%",""
"Percentage of first births registered","1980Q2","State","%",""
"Percentage of first births registered","1980Q3","State","%",""
"Percentage of first births registered","1980Q4","State","%",""
"Percentage of first births registered","1981Q1","State","%",""
"Percentage of first births registered","1981Q2","State","%",""
"Percentage of first births registered","1981Q3","State","%",""
"Percentage of first births registered","1981Q4","State","%",""
"Percentage of first births registered","1982Q1","State","%",""
"Percentage of first births registered","1982Q2","State","%",""
"Percentage of first births registered","1982Q3","State","%",""
"Percentage of first births registered","1982Q4","State","%",""
"Percentage of first births registered","1983Q1","State","%",""
"Percentage of first births registered","1983Q2","State","%",""
"Percentage of first births registered","1983Q3","State","%",""
"Percentage of first births registered","1983Q4","State","%",""
"Percentage of first births registered","1984Q1","State","%",""
"Percentage of first births registered","1984Q2","State","%",""
"Percentage of first births registered","1984Q3","State","%",""
"Percentage of first births registered","1984Q4","State","%",""
"Percentage of first births registered","1985Q1","State","%",""
"Percentage of first births registered","1985Q2","State","%",""
"Percentage of first births registered","1985Q3","State","%",""
"Percentage of first births registered","1985Q4","State","%",""
"Percentage of first births registered","1986Q1","State","%",""
"Percentage of first births registered","1986Q2","State","%",""
"Percentage of first births registered","1986Q3","State","%",""
"Percentage of first births registered","1986Q4","State","%",""
"Percentage of first births registered","1987Q1","State","%",""
"Percentage of first births registered","1987Q2","State","%",""
"Percentage of first births registered","1987Q3","State","%",""
"Percentage of first births registered","1987Q4","State","%",""
"Percentage of first births registered","1988Q1","State","%",""
"Percentage of first births registered","1988Q2","State","%",""
"Percentage of first births registered","1988Q3","State","%",""
"Percentage of first births registered","1988Q4","State","%",""
"Percentage of first births registered","1989Q1","State","%",""
"Percentage of first births registered","1989Q2","State","%",""
"Percentage of first births registered","1989Q3","State","%",""
"Percentage of first births registered","1989Q4","State","%",""
"Percentage of first births registered","1990Q1","State","%",""
"Percentage of first births registered","1990Q2","State","%",""
"Percentage of first births registered","1990Q3","State","%",""
"Percentage of first births registered","1990Q4","State","%",""
"Percentage of first births registered","1991Q1","State","%",""
"Percentage of first births registered","1991Q2","State","%",""
"Percentage of first births registered","1991Q3","State","%",""
"Percentage of first births registered","1991Q4","State","%",""
"Percentage of first births registered","1992Q1","State","%",""
"Percentage of first births registered","1992Q2","State","%",""
"Percentage of first births registered","1992Q3","State","%",""
"Percentage of first births registered","1992Q4","State","%",""
"Percentage of first births registered","1993Q1","State","%",""
"Percentage of first births registered","1993Q2","State","%",""
"Percentage of first births registered","1993Q3","State","%",""
"Percentage of first births registered","1993Q4","State","%",""
"Percentage of first births registered","1994Q1","State","%",""
"Percentage of first births registered","1994Q2","State","%",""
"Percentage of first births registered","1994Q3","State","%",""
"Percentage of first births registered","1994Q4","State","%",""
"Percentage of first births registered","1995Q1","State","%",""
"Percentage of first births registered","1995Q2","State","%",""
"Percentage of first births registered","1995Q3","State","%",""
"Percentage of first births registered","1995Q4","State","%",""
"Percentage of first births registered","1996Q1","State","%",""
"Percentage of first births registered","1996Q2","State","%",""
"Percentage of first births registered","1996Q3","State","%",""
"Percentage of first births registered","1996Q4","State","%",""
"Percentage of first births registered","1997Q1","State","%",""
"Percentage of first births registered","1997Q2","State","%",""
"Percentage of first births registered","1997Q3","State","%",""
"Percentage of first births registered","1997Q4","State","%",""
"Percentage of first births registered","1998Q1","State","%",""
"Percentage of first births registered","1998Q2","State","%",""
"Percentage of first births registered","1998Q3","State","%",""
"Percentage of first births registered","1998Q4","State","%",""
"Percentage of first births registered","1999Q1","State","%",""
"Percentage of first births registered","1999Q2","State","%",""
"Percentage of first births registered","1999Q3","State","%",""
"Percentage of first births registered","1999Q4","State","%",""
"Percentage of first births registered","2000Q1","State","%",""
"Percentage of first births registered","2000Q2","State","%",""
"Percentage of first births registered","2000Q3","State","%",""
"Percentage of first births registered","2000Q4","State","%",""
"Percentage of first births registered","2001Q1","State","%",""
"Percentage of first births registered","2001Q2","State","%",""
"Percentage of first births registered","2001Q3","State","%",""
"Percentage of first births registered","2001Q4","State","%",""
"Percentage of first births registered","2002Q1","State","%",""
"Percentage of first births registered","2002Q2","State","%",""
"Percentage of first births registered","2002Q3","State","%",""
"Percentage of first births registered","2002Q4","State","%",""
"Percentage of first births registered","2003Q1","State","%",""
"Percentage of first births registered","2003Q2","State","%",""
"Percentage of first births registered","2003Q3","State","%",""
"Percentage of first births registered","2003Q4","State","%",""
"Percentage of first births registered","2004Q1","State","%",""
"Percentage of first births registered","2004Q2","State","%",""
"Percentage of first births registered","2004Q3","State","%",""
"Percentage of first births registered","2004Q4","State","%",""
"Percentage of first births registered","2005Q1","State","%",""
"Percentage of first births registered","2005Q2","State","%",""
"Percentage of first births registered","2005Q3","State","%",""
"Percentage of first births registered","2005Q4","State","%",""
"Percentage of first births registered","2006Q1","State","%",""
"Percentage of first births registered","2006Q2","State","%",""
"Percentage of first births registered","2006Q3","State","%",""
"Percentage of first births registered","2006Q4","State","%",""
"Percentage of first births registered","2007Q1","State","%",""
"Percentage of first births registered","2007Q2","State","%",""
"Percentage of first births registered","2007Q3","State","%",""
"Percentage of first births registered","2007Q4","State","%",""
"Percentage of first births registered","2008Q1","State","%",""
"Percentage of first births registered","2008Q2","State","%",""
"Percentage of first births registered","2008Q3","State","%",""
"Percentage of first births registered","2008Q4","State","%",""
"Percentage of first births registered","2009Q1","State","%",""
"Percentage of first births registered","2009Q2","State","%",""
"Percentage of first births registered","2009Q3","State","%",""
"Percentage of first births registered","2009Q4","State","%",""
"Percentage of first births registered","2010Q1","State","%",""
"Percentage of first births registered","2010Q2","State","%",""
"Percentage of first births registered","2010Q3","State","%",""
"Percentage of first births registered","2010Q4","State","%",""
"Percentage of first births registered","2011Q1","State","%",""
"Percentage of first births registered","2011Q2","State","%",""
"Percentage of first births registered","2011Q3","State","%",""
"Percentage of first births registered","2011Q4","State","%",""
"Percentage of first births registered","2012Q1","State","%",""
"Percentage of first births registered","2012Q2","State","%",""
"Percentage of first births registered","2012Q3","State","%",""
"Percentage of first births registered","2012Q4","State","%",""
"Percentage of first births registered","2013Q1","State","%",""
"Percentage of first births registered","2013Q2","State","%",""
"Percentage of first births registered","2013Q3","State","%",""
"Percentage of first births registered","2013Q4","State","%",""
"Percentage of first births registered","2014Q1","State","%",""
"Percentage of first births registered","2014Q2","State","%",""
"Percentage of first births registered","2014Q3","State","%",""
"Percentage of first births registered","2014Q4","State","%",""
"Percentage of first births registered","2015Q1","State","%",""
"Percentage of first births registered","2015Q2","State","%",""
"Percentage of first births registered","2015Q3","State","%",""
"Percentage of first births registered","2015Q4","State","%",""
"Percentage of first births registered","2016Q1","State","%",""
"Percentage of first births registered","2016Q2","State","%",""
"Percentage of first births registered","2016Q3","State","%",""
"Percentage of first births registered","2016Q4","State","%",""
"Percentage of first births registered","2017Q1","State","%",""
"Percentage of first births registered","2017Q2","State","%",""
"Percentage of first births registered","2017Q3","State","%",""
"Percentage of first births registered","2017Q4","State","%",""
"Percentage of first births registered","2018Q1","State","%",""
"Percentage of first births registered","2018Q2","State","%",""
"Percentage of first births registered","2018Q3","State","%",""
"Percentage of first births registered","2018Q4","State","%",""
"Percentage of first births registered","2019Q1","State","%",""
"Percentage of first births registered","2019Q2","State","%",""
"Percentage of first births registered","2019Q3","State","%",""
"Percentage of first births registered","2019Q4","State","%",""
"Percentage of first births registered","2020Q1","State","%",""
"Percentage of first births registered","2020Q2","State","%",""
"Percentage of first births registered","2020Q3","State","%",""
"Percentage of first births registered","2020Q4","State","%",""
"Percentage of first births registered","2021Q1","State","%",""
"Percentage of first births registered","2021Q2","State","%",""
"Percentage of first births registered","2021Q3","State","%",""
"Percentage of first births registered","2021Q4","State","%",""
"Percentage of first births registered","2022Q1","State","%","39.1"
"Percentage of first births registered","2022Q2","State","%","39.2"
"Percentage of first births registered","2022Q3","State","%","40.6"
"Percentage of first births registered","2022Q4","State","%","40.9"
"Percentage of first births registered","2023Q1","State","%","41.5"
"Percentage of births registered outside marriage","1960Q1","State","%",""
"Percentage of births registered outside marriage","1960Q2","State","%",""
"Percentage of births registered outside marriage","1960Q3","State","%",""
"Percentage of births registered outside marriage","1960Q4","State","%",""
"Percentage of births registered outside marriage","1961Q1","State","%",""
"Percentage of births registered outside marriage","1961Q2","State","%",""
"Percentage of births registered outside marriage","1961Q3","State","%",""
"Percentage of births registered outside marriage","1961Q4","State","%",""
"Percentage of births registered outside marriage","1962Q1","State","%",""
"Percentage of births registered outside marriage","1962Q2","State","%",""
"Percentage of births registered outside marriage","1962Q3","State","%",""
"Percentage of births registered outside marriage","1962Q4","State","%",""
"Percentage of births registered outside marriage","1963Q1","State","%",""
"Percentage of births registered outside marriage","1963Q2","State","%",""
"Percentage of births registered outside marriage","1963Q3","State","%",""
"Percentage of births registered outside marriage","1963Q4","State","%",""
"Percentage of births registered outside marriage","1964Q1","State","%",""
"Percentage of births registered outside marriage","1964Q2","State","%",""
"Percentage of births registered outside marriage","1964Q3","State","%",""
"Percentage of births registered outside marriage","1964Q4","State","%",""
"Percentage of births registered outside marriage","1965Q1","State","%",""
"Percentage of births registered outside marriage","1965Q2","State","%",""
"Percentage of births registered outside marriage","1965Q3","State","%",""
"Percentage of births registered outside marriage","1965Q4","State","%",""
"Percentage of births registered outside marriage","1966Q1","State","%",""
"Percentage of births registered outside marriage","1966Q2","State","%",""
"Percentage of births registered outside marriage","1966Q3","State","%",""
"Percentage of births registered outside marriage","1966Q4","State","%",""
"Percentage of births registered outside marriage","1967Q1","State","%",""
"Percentage of births registered outside marriage","1967Q2","State","%",""
"Percentage of births registered outside marriage","1967Q3","State","%",""
"Percentage of births registered outside marriage","1967Q4","State","%",""
"Percentage of births registered outside marriage","1968Q1","State","%",""
"Percentage of births registered outside marriage","1968Q2","State","%",""
"Percentage of births registered outside marriage","1968Q3","State","%",""
"Percentage of births registered outside marriage","1968Q4","State","%",""
"Percentage of births registered outside marriage","1969Q1","State","%",""
"Percentage of births registered outside marriage","1969Q2","State","%",""
"Percentage of births registered outside marriage","1969Q3","State","%",""
"Percentage of births registered outside marriage","1969Q4","State","%",""
"Percentage of births registered outside marriage","1970Q1","State","%",""
"Percentage of births registered outside marriage","1970Q2","State","%",""
"Percentage of births registered outside marriage","1970Q3","State","%",""
"Percentage of births registered outside marriage","1970Q4","State","%",""
"Percentage of births registered outside marriage","1971Q1","State","%",""
"Percentage of births registered outside marriage","1971Q2","State","%",""
"Percentage of births registered outside marriage","1971Q3","State","%",""
"Percentage of births registered outside marriage","1971Q4","State","%",""
"Percentage of births registered outside marriage","1972Q1","State","%",""
"Percentage of births registered outside marriage","1972Q2","State","%",""
"Percentage of births registered outside marriage","1972Q3","State","%",""
"Percentage of births registered outside marriage","1972Q4","State","%",""
"Percentage of births registered outside marriage","1973Q1","State","%",""
"Percentage of births registered outside marriage","1973Q2","State","%",""
"Percentage of births registered outside marriage","1973Q3","State","%",""
"Percentage of births registered outside marriage","1973Q4","State","%",""
"Percentage of births registered outside marriage","1974Q1","State","%",""
"Percentage of births registered outside marriage","1974Q2","State","%",""
"Percentage of births registered outside marriage","1974Q3","State","%",""
"Percentage of births registered outside marriage","1974Q4","State","%",""
"Percentage of births registered outside marriage","1975Q1","State","%",""
"Percentage of births registered outside marriage","1975Q2","State","%",""
"Percentage of births registered outside marriage","1975Q3","State","%",""
"Percentage of births registered outside marriage","1975Q4","State","%",""
"Percentage of births registered outside marriage","1976Q1","State","%",""
"Percentage of births registered outside marriage","1976Q2","State","%",""
"Percentage of births registered outside marriage","1976Q3","State","%",""
"Percentage of births registered outside marriage","1976Q4","State","%",""
"Percentage of births registered outside marriage","1977Q1","State","%",""
"Percentage of births registered outside marriage","1977Q2","State","%",""
"Percentage of births registered outside marriage","1977Q3","State","%",""
"Percentage of births registered outside marriage","1977Q4","State","%",""
"Percentage of births registered outside marriage","1978Q1","State","%",""
"Percentage of births registered outside marriage","1978Q2","State","%",""
"Percentage of births registered outside marriage","1978Q3","State","%",""
"Percentage of births registered outside marriage","1978Q4","State","%",""
"Percentage of births registered outside marriage","1979Q1","State","%",""
"Percentage of births registered outside marriage","1979Q2","State","%",""
"Percentage of births registered outside marriage","1979Q3","State","%",""
"Percentage of births registered outside marriage","1979Q4","State","%",""
"Percentage of births registered outside marriage","1980Q1","State","%",""
"Percentage of births registered outside marriage","1980Q2","State","%",""
"Percentage of births registered outside marriage","1980Q3","State","%",""
"Percentage of births registered outside marriage","1980Q4","State","%",""
"Percentage of births registered outside marriage","1981Q1","State","%",""
"Percentage of births registered outside marriage","1981Q2","State","%",""
"Percentage of births registered outside marriage","1981Q3","State","%",""
"Percentage of births registered outside marriage","1981Q4","State","%",""
"Percentage of births registered outside marriage","1982Q1","State","%",""
"Percentage of births registered outside marriage","1982Q2","State","%",""
"Percentage of births registered outside marriage","1982Q3","State","%",""
"Percentage of births registered outside marriage","1982Q4","State","%",""
"Percentage of births registered outside marriage","1983Q1","State","%",""
"Percentage of births registered outside marriage","1983Q2","State","%",""
"Percentage of births registered outside marriage","1983Q3","State","%",""
"Percentage of births registered outside marriage","1983Q4","State","%",""
"Percentage of births registered outside marriage","1984Q1","State","%",""
"Percentage of births registered outside marriage","1984Q2","State","%",""
"Percentage of births registered outside marriage","1984Q3","State","%",""
"Percentage of births registered outside marriage","1984Q4","State","%",""
"Percentage of births registered outside marriage","1985Q1","State","%",""
"Percentage of births registered outside marriage","1985Q2","State","%",""
"Percentage of births registered outside marriage","1985Q3","State","%",""
"Percentage of births registered outside marriage","1985Q4","State","%",""
"Percentage of births registered outside marriage","1986Q1","State","%",""
"Percentage of births registered outside marriage","1986Q2","State","%",""
"Percentage of births registered outside marriage","1986Q3","State","%",""
"Percentage of births registered outside marriage","1986Q4","State","%",""
"Percentage of births registered outside marriage","1987Q1","State","%",""
"Percentage of births registered outside marriage","1987Q2","State","%",""
"Percentage of births registered outside marriage","1987Q3","State","%",""
"Percentage of births registered outside marriage","1987Q4","State","%",""
"Percentage of births registered outside marriage","1988Q1","State","%",""
"Percentage of births registered outside marriage","1988Q2","State","%",""
"Percentage of births registered outside marriage","1988Q3","State","%",""
"Percentage of births registered outside marriage","1988Q4","State","%",""
"Percentage of births registered outside marriage","1989Q1","State","%",""
"Percentage of births registered outside marriage","1989Q2","State","%",""
"Percentage of births registered outside marriage","1989Q3","State","%",""
"Percentage of births registered outside marriage","1989Q4","State","%",""
"Percentage of births registered outside marriage","1990Q1","State","%",""
"Percentage of births registered outside marriage","1990Q2","State","%",""
"Percentage of births registered outside marriage","1990Q3","State","%",""
"Percentage of births registered outside marriage","1990Q4","State","%",""
"Percentage of births registered outside marriage","1991Q1","State","%",""
"Percentage of births registered outside marriage","1991Q2","State","%",""
"Percentage of births registered outside marriage","1991Q3","State","%",""
"Percentage of births registered outside marriage","1991Q4","State","%",""
"Percentage of births registered outside marriage","1992Q1","State","%",""
"Percentage of births registered outside marriage","1992Q2","State","%",""
"Percentage of births registered outside marriage","1992Q3","State","%",""
"Percentage of births registered outside marriage","1992Q4","State","%",""
"Percentage of births registered outside marriage","1993Q1","State","%",""
"Percentage of births registered outside marriage","1993Q2","State","%",""
"Percentage of births registered outside marriage","1993Q3","State","%",""
"Percentage of births registered outside marriage","1993Q4","State","%",""
"Percentage of births registered outside marriage","1994Q1","State","%",""
"Percentage of births registered outside marriage","1994Q2","State","%",""
"Percentage of births registered outside marriage","1994Q3","State","%",""
"Percentage of births registered outside marriage","1994Q4","State","%",""
"Percentage of births registered outside marriage","1995Q1","State","%",""
"Percentage of births registered outside marriage","1995Q2","State","%",""
"Percentage of births registered outside marriage","1995Q3","State","%",""
"Percentage of births registered outside marriage","1995Q4","State","%",""
"Percentage of births registered outside marriage","1996Q1","State","%",""
"Percentage of births registered outside marriage","1996Q2","State","%",""
"Percentage of births registered outside marriage","1996Q3","State","%",""
"Percentage of births registered outside marriage","1996Q4","State","%",""
"Percentage of births registered outside marriage","1997Q1","State","%",""
"Percentage of births registered outside marriage","1997Q2","State","%",""
"Percentage of births registered outside marriage","1997Q3","State","%",""
"Percentage of births registered outside marriage","1997Q4","State","%",""
"Percentage of births registered outside marriage","1998Q1","State","%",""
"Percentage of births registered outside marriage","1998Q2","State","%",""
"Percentage of births registered outside marriage","1998Q3","State","%",""
"Percentage of births registered outside marriage","1998Q4","State","%",""
"Percentage of births registered outside marriage","1999Q1","State","%",""
"Percentage of births registered outside marriage","1999Q2","State","%",""
"Percentage of births registered outside marriage","1999Q3","State","%",""
"Percentage of births registered outside marriage","1999Q4","State","%",""
"Percentage of births registered outside marriage","2000Q1","State","%",""
"Percentage of births registered outside marriage","2000Q2","State","%",""
"Percentage of births registered outside marriage","2000Q3","State","%",""
"Percentage of births registered outside marriage","2000Q4","State","%",""
"Percentage of births registered outside marriage","2001Q1","State","%",""
"Percentage of births registered outside marriage","2001Q2","State","%",""
"Percentage of births registered outside marriage","2001Q3","State","%",""
"Percentage of births registered outside marriage","2001Q4","State","%",""
"Percentage of births registered outside marriage","2002Q1","State","%",""
"Percentage of births registered outside marriage","2002Q2","State","%",""
"Percentage of births registered outside marriage","2002Q3","State","%",""
"Percentage of births registered outside marriage","2002Q4","State","%",""
"Percentage of births registered outside marriage","2003Q1","State","%",""
"Percentage of births registered outside marriage","2003Q2","State","%",""
"Percentage of births registered outside marriage","2003Q3","State","%",""
"Percentage of births registered outside marriage","2003Q4","State","%",""
"Percentage of births registered outside marriage","2004Q1","State","%",""
"Percentage of births registered outside marriage","2004Q2","State","%",""
"Percentage of births registered outside marriage","2004Q3","State","%",""
"Percentage of births registered outside marriage","2004Q4","State","%",""
"Percentage of births registered outside marriage","2005Q1","State","%",""
"Percentage of births registered outside marriage","2005Q2","State","%",""
"Percentage of births registered outside marriage","2005Q3","State","%",""
"Percentage of births registered outside marriage","2005Q4","State","%",""
"Percentage of births registered outside marriage","2006Q1","State","%",""
"Percentage of births registered outside marriage","2006Q2","State","%",""
"Percentage of births registered outside marriage","2006Q3","State","%",""
"Percentage of births registered outside marriage","2006Q4","State","%",""
"Percentage of births registered outside marriage","2007Q1","State","%",""
"Percentage of births registered outside marriage","2007Q2","State","%",""
"Percentage of births registered outside marriage","2007Q3","State","%",""
"Percentage of births registered outside marriage","2007Q4","State","%",""
"Percentage of births registered outside marriage","2008Q1","State","%",""
"Percentage of births registered outside marriage","2008Q2","State","%",""
"Percentage of births registered outside marriage","2008Q3","State","%",""
"Percentage of births registered outside marriage","2008Q4","State","%",""
"Percentage of births registered outside marriage","2009Q1","State","%",""
"Percentage of births registered outside marriage","2009Q2","State","%",""
"Percentage of births registered outside marriage","2009Q3","State","%",""
"Percentage of births registered outside marriage","2009Q4","State","%",""
"Percentage of births registered outside marriage","2010Q1","State","%",""
"Percentage of births registered outside marriage","2010Q2","State","%",""
"Percentage of births registered outside marriage","2010Q3","State","%",""
"Percentage of births registered outside marriage","2010Q4","State","%",""
"Percentage of births registered outside marriage","2011Q1","State","%",""
"Percentage of births registered outside marriage","2011Q2","State","%",""
"Percentage of births registered outside marriage","2011Q3","State","%",""
"Percentage of births registered outside marriage","2011Q4","State","%",""
"Percentage of births registered outside marriage","2012Q1","State","%",""
"Percentage of births registered outside marriage","2012Q2","State","%",""
"Percentage of births registered outside marriage","2012Q3","State","%",""
"Percentage of births registered outside marriage","2012Q4","State","%",""
"Percentage of births registered outside marriage","2013Q1","State","%",""
"Percentage of births registered outside marriage","2013Q2","State","%",""
"Percentage of births registered outside marriage","2013Q3","State","%",""
"Percentage of births registered outside marriage","2013Q4","State","%",""
"Percentage of births registered outside marriage","2014Q1","State","%",""
"Percentage of births registered outside marriage","2014Q2","State","%",""
"Percentage of births registered outside marriage","2014Q3","State","%",""
"Percentage of births registered outside marriage","2014Q4","State","%",""
"Percentage of births registered outside marriage","2015Q1","State","%",""
"Percentage of births registered outside marriage","2015Q2","State","%",""
"Percentage of births registered outside marriage","2015Q3","State","%",""
"Percentage of births registered outside marriage","2015Q4","State","%",""
"Percentage of births registered outside marriage","2016Q1","State","%",""
"Percentage of births registered outside marriage","2016Q2","State","%",""
"Percentage of births registered outside marriage","2016Q3","State","%",""
"Percentage of births registered outside marriage","2016Q4","State","%",""
"Percentage of births registered outside marriage","2017Q1","State","%",""
"Percentage of births registered outside marriage","2017Q2","State","%",""
"Percentage of births registered outside marriage","2017Q3","State","%",""
"Percentage of births registered outside marriage","2017Q4","State","%",""
"Percentage of births registered outside marriage","2018Q1","State","%",""
"Percentage of births registered outside marriage","2018Q2","State","%",""
"Percentage of births registered outside marriage","2018Q3","State","%",""
"Percentage of births registered outside marriage","2018Q4","State","%",""
"Percentage of births registered outside marriage","2019Q1","State","%",""
"Percentage of births registered outside marriage","2019Q2","State","%",""
"Percentage of births registered outside marriage","2019Q3","State","%",""
"Percentage of births registered outside marriage","2019Q4","State","%",""
"Percentage of births registered outside marriage","2020Q1","State","%",""
"Percentage of births registered outside marriage","2020Q2","State","%",""
"Percentage of births registered outside marriage","2020Q3","State","%",""
"Percentage of births registered outside marriage","2020Q4","State","%",""
"Percentage of births registered outside marriage","2021Q1","State","%",""
"Percentage of births registered outside marriage","2021Q2","State","%",""
"Percentage of births registered outside marriage","2021Q3","State","%",""
"Percentage of births registered outside marriage","2021Q4","State","%",""
"Percentage of births registered outside marriage","2022Q1","State","%","43.6"
"Percentage of births registered outside marriage","2022Q2","State","%","44.2"
"Percentage of births registered outside marriage","2022Q3","State","%","42.8"
"Percentage of births registered outside marriage","2022Q4","State","%","41.2"
"Percentage of births registered outside marriage","2023Q1","State","%","42.6"
"Average age of mothers giving birth","1960Q1","State","Number",""
"Average age of mothers giving birth","1960Q2","State","Number",""
"Average age of mothers giving birth","1960Q3","State","Number",""
"Average age of mothers giving birth","1960Q4","State","Number",""
"Average age of mothers giving birth","1961Q1","State","Number",""
"Average age of mothers giving birth","1961Q2","State","Number",""
"Average age of mothers giving birth","1961Q3","State","Number",""
"Average age of mothers giving birth","1961Q4","State","Number",""
"Average age of mothers giving birth","1962Q1","State","Number",""
"Average age of mothers giving birth","1962Q2","State","Number",""
"Average age of mothers giving birth","1962Q3","State","Number",""
"Average age of mothers giving birth","1962Q4","State","Number",""
"Average age of mothers giving birth","1963Q1","State","Number",""
"Average age of mothers giving birth","1963Q2","State","Number",""
"Average age of mothers giving birth","1963Q3","State","Number",""
"Average age of mothers giving birth","1963Q4","State","Number",""
"Average age of mothers giving birth","1964Q1","State","Number",""
"Average age of mothers giving birth","1964Q2","State","Number",""
"Average age of mothers giving birth","1964Q3","State","Number",""
"Average age of mothers giving birth","1964Q4","State","Number",""
"Average age of mothers giving birth","1965Q1","State","Number",""
"Average age of mothers giving birth","1965Q2","State","Number",""
"Average age of mothers giving birth","1965Q3","State","Number",""
"Average age of mothers giving birth","1965Q4","State","Number",""
"Average age of mothers giving birth","1966Q1","State","Number",""
"Average age of mothers giving birth","1966Q2","State","Number",""
"Average age of mothers giving birth","1966Q3","State","Number",""
"Average age of mothers giving birth","1966Q4","State","Number",""
"Average age of mothers giving birth","1967Q1","State","Number",""
"Average age of mothers giving birth","1967Q2","State","Number",""
"Average age of mothers giving birth","1967Q3","State","Number",""
"Average age of mothers giving birth","1967Q4","State","Number",""
"Average age of mothers giving birth","1968Q1","State","Number",""
"Average age of mothers giving birth","1968Q2","State","Number",""
"Average age of mothers giving birth","1968Q3","State","Number",""
"Average age of mothers giving birth","1968Q4","State","Number",""
"Average age of mothers giving birth","1969Q1","State","Number",""
"Average age of mothers giving birth","1969Q2","State","Number",""
"Average age of mothers giving birth","1969Q3","State","Number",""
